Day,Month,Group-ID,Bout-ID,Tree ID ,Tree Local name,Tree Genus,Tree Species,Tree family,Individuum-ID,Behaviour code ,size-sugar,hardness-sugar,colour1-sugar,colour2-sugar,scent1-sugar,scent2-sugar,variation-size,variation-hardness,variation-colour1,variation-colour2,variation-scent 
4,7,2,42,A13,Guave,Psidium,cattleianum,Murtaceae,6,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,42,A13,Guave,Psidium,cattleianum,Murtaceae,7,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,43,A13,Guave,Psidium,cattleianum,Murtaceae,4,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,43,A13,Guave,Psidium,cattleianum,Murtaceae,5,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,43,A13,Guave,Psidium,cattleianum,Murtaceae,6,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,43,A13,Guave,Psidium,cattleianum,Murtaceae,7,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,44,A13,Guave,Psidium,cattleianum,Murtaceae,4,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,44,A13,Guave,Psidium,cattleianum,Murtaceae,5,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,44,A13,Guave,Psidium,cattleianum,Murtaceae,6,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,44,A13,Guave,Psidium,cattleianum,Murtaceae,7,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,45,A14,Guave,Psidium,cattleianum,Murtaceae,4,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,45,A14,Guave,Psidium,cattleianum,Murtaceae,5,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,45,A14,Guave,Psidium,cattleianum,Murtaceae,6,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,45,A14,Guave,Psidium,cattleianum,Murtaceae,7,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,46,A14,Guave,Psidium,cattleianum,Murtaceae,4,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,46,A14,Guave,Psidium,cattleianum,Murtaceae,5,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,46,A14,Guave,Psidium,cattleianum,Murtaceae,6,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,46,A14,Guave,Psidium,cattleianum,Murtaceae,7,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,47,A14,Guave,Psidium,cattleianum,Murtaceae,4,T,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,47,A14,Guave,Psidium,cattleianum,Murtaceae,5,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,47,A14,Guave,Psidium,cattleianum,Murtaceae,6,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,47,A14,Guave,Psidium,cattleianum,Murtaceae,7,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,48,A14,Guave,Psidium,cattleianum,Murtaceae,4,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,48,A14,Guave,Psidium,cattleianum,Murtaceae,5,T,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,48,A14,Guave,Psidium,cattleianum,Murtaceae,6,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,48,A14,Guave,Psidium,cattleianum,Murtaceae,7,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,49,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,4,S,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,49,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,5,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,49,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,49,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,7,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,50,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,4,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,50,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,5,S,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,50,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,50,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,7,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,51,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,4,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,51,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,5,T,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,51,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,51,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,7,S,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,52,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,4,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,52,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,5,S,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,52,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,52,A15,Fohaninasity,Psychotria,reducta,Rubiaceae,7,T,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,53,A16,Fohaninasity,Psychotria,reducta,Rubiaceae,4,T,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,53,A16,Fohaninasity,Psychotria,reducta,Rubiaceae,5,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,53,A16,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,53,A16,Fohaninasity,Psychotria,reducta,Rubiaceae,7,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,54,A16,Fohaninasity,Psychotria,reducta,Rubiaceae,4,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,54,A16,Fohaninasity,Psychotria,reducta,Rubiaceae,5,S,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,54,A16,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,54,A16,Fohaninasity,Psychotria,reducta,Rubiaceae,7,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,55,A17,Guave,Psidium,cattleianum,Murtaceae,4,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,55,A17,Guave,Psidium,cattleianum,Murtaceae,5,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,55,A17,Guave,Psidium,cattleianum,Murtaceae,6,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,55,A17,Guave,Psidium,cattleianum,Murtaceae,7,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,56,A17,Guave,Psidium,cattleianum,Murtaceae,4,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,56,A17,Guave,Psidium,cattleianum,Murtaceae,5,T,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,56,A17,Guave,Psidium,cattleianum,Murtaceae,6,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,56,A17,Guave,Psidium,cattleianum,Murtaceae,7,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,57,A17,Guave,Psidium,cattleianum,Murtaceae,4,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,57,A17,Guave,Psidium,cattleianum,Murtaceae,5,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,57,A17,Guave,Psidium,cattleianum,Murtaceae,6,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,57,A17,Guave,Psidium,cattleianum,Murtaceae,7,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,58,A18,Guave,Psidium,cattleianum,Murtaceae,4,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,58,A18,Guave,Psidium,cattleianum,Murtaceae,5,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,58,A18,Guave,Psidium,cattleianum,Murtaceae,6,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,58,A18,Guave,Psidium,cattleianum,Murtaceae,7,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,59,A18,Guave,Psidium,cattleianum,Murtaceae,4,T,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,59,A18,Guave,Psidium,cattleianum,Murtaceae,5,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,59,A18,Guave,Psidium,cattleianum,Murtaceae,6,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,59,A18,Guave,Psidium,cattleianum,Murtaceae,7,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,60,A18,Guave,Psidium,cattleianum,Murtaceae,4,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,60,A18,Guave,Psidium,cattleianum,Murtaceae,5,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,60,A18,Guave,Psidium,cattleianum,Murtaceae,6,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,60,A18,Guave,Psidium,cattleianum,Murtaceae,7,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,61,A18,Guave,Psidium,cattleianum,Murtaceae,4,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,61,A18,Guave,Psidium,cattleianum,Murtaceae,5,T,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,61,A18,Guave,Psidium,cattleianum,Murtaceae,6,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,61,A18,Guave,Psidium,cattleianum,Murtaceae,7,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,61,A19,Guave,Psidium,cattleianum,Murtaceae,4,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,61,A19,Guave,Psidium,cattleianum,Murtaceae,5,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,61,A19,Guave,Psidium,cattleianum,Murtaceae,6,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,61,A19,Guave,Psidium,cattleianum,Murtaceae,7,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,62,A19,Guave,Psidium,cattleianum,Murtaceae,4,S,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,62,A19,Guave,Psidium,cattleianum,Murtaceae,5,L,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,62,A19,Guave,Psidium,cattleianum,Murtaceae,6,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,62,A19,Guave,Psidium,cattleianum,Murtaceae,7,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,63,A19,Guave,Psidium,cattleianum,Murtaceae,4,T,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,63,A19,Guave,Psidium,cattleianum,Murtaceae,5,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,63,A19,Guave,Psidium,cattleianum,Murtaceae,6,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,63,A19,Guave,Psidium,cattleianum,Murtaceae,7,R,-0.1651828,0.1234744,-0.5526,x,0.2346492,-0.2688609,0.13184,0.65656,-5.16E+15,x,0.783091
4,7,2,67,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,4,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,67,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,5,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,67,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,67,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,7,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,68,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,4,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,68,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,5,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,68,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,68,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,7,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,69,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,4,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,69,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,5,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,69,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,69,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,7,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,70,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,4,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,70,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,5,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,70,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,6,L,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
4,7,2,70,A21,Fohaninasity,Psychotria,reducta,Rubiaceae,7,R,0.2638136,0.1000804,-0.1751,-0.2964,-0.006577694,0.1574547,0.10774,0.79329,4.45E+15,-2.47E+15,0.7486506
11,7,2,78,A24,Voara,Ficus,botryoides,Moaraceae,4,S,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,78,A24,Voara,Ficus,botryoides,Moaraceae,5,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,78,A24,Voara,Ficus,botryoides,Moaraceae,6,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,78,A24,Voara,Ficus,botryoides,Moaraceae,7,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,79,A24,Voara,Ficus,botryoides,Moaraceae,4,S,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,79,A24,Voara,Ficus,botryoides,Moaraceae,5,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,79,A24,Voara,Ficus,botryoides,Moaraceae,6,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,79,A24,Voara,Ficus,botryoides,Moaraceae,7,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,80,A24,Voara,Ficus,botryoides,Moaraceae,4,S,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,80,A24,Voara,Ficus,botryoides,Moaraceae,5,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,80,A24,Voara,Ficus,botryoides,Moaraceae,6,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,80,A24,Voara,Ficus,botryoides,Moaraceae,7,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,81,A24,Voara,Ficus,botryoides,Moaraceae,4,S,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,81,A24,Voara,Ficus,botryoides,Moaraceae,5,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,81,A24,Voara,Ficus,botryoides,Moaraceae,6,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,81,A24,Voara,Ficus,botryoides,Moaraceae,7,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,82,A24,Voara,Ficus,botryoides,Moaraceae,4,S,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,82,A24,Voara,Ficus,botryoides,Moaraceae,5,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,82,A24,Voara,Ficus,botryoides,Moaraceae,6,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,82,A24,Voara,Ficus,botryoides,Moaraceae,7,R,-0.10142,0.0751,0.2721,0.3719,0.1633247,-0.2252456,0.43471,0.90338,2.04E+16,3.00E+15,0.8034906
11,7,2,83,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,4,S,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,83,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,5,R,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,83,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,6,S,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,83,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,7,R,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,84,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,4,S,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,84,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,5,S,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,84,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,6,S,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,84,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,7,S,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,85,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,4,S,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
11,7,2,85,A25,Vandrika,Craspidospermum,verticillatum,Lauraceae,5,S,0.668586,-0.343942,0.63386,-0.0383,-0.5579669,0.02124749,0.09294,0.1522,2.89E+15,3.63E+15,0.7963576
